 x[m],y[m],z[m],mg[nT],Std_dev[nT]
37.5,97.5,0.01,-4.01E-01,0.1
37.5,102.5,0.01,-6.96E-02,0.1
37.5,107.5,0.01,-2.45E-01,0.1
37.5,112.5,0.01,-5.05E-01,0.1
37.5,117.5,0.01,9.82E-02,0.1
42.5,-37.5,0.01,2.74E+00,0.1
42.5,-32.5,0.01,3.06E+00,0.1
42.5,-27.5,0.01,3.88E+00,0.1
42.5,-22.5,0.01,5.43E+00,0.1
42.5,-17.5,0.01,6.22E+00,0.1
42.5,-12.5,0.01,6.95E+00,0.1
42.5,-7.5,0.01,7.31E+00,0.1
42.5,-2.5,0.01,7.77E+00,0.1
42.5,2.5,0.01,8.09E+00,0.1
42.5,7.5,0.01,7.37E+00,0.1
42.5,12.5,0.01,6.77E+00,0.1
42.5,17.5,0.01,6.40E+00,0.1
42.5,22.5,0.01,5.47E+00,0.1
42.5,27.5,0.01,4.45E+00,0.1
42.5,32.5,0.01,3.64E+00,0.1
42.5,37.5,0.01,2.32E+00,0.1
42.5,42.5,0.01,2.02E+00,0.1
42.5,47.5,0.01,1.27E+00,0.1
42.5,52.5,0.01,6.66E-01,0.1
42.5,57.5,0.01,1.16E+00,0.1
42.5,62.5,0.01,5.73E-01,0.1
42.5,67.5,0.01,3.70E-01,0.1
42.5,72.5,0.01,-2.09E-01,0.1
42.5,77.5,0.01,3.46E-01,0.1
42.5,82.5,0.01,-3.50E-01,0.1
42.5,87.5,0.01,-3.58E-01,0.1
42.5,92.5,0.01,-2.64E-01,0.1
42.5,97.5,0.01,-5.32E-01,0.1
42.5,102.5,0.01,-1.25E-01,0.1
42.5,107.5,0.01,2.71E-01,0.1
42.5,112.5,0.01,-3.41E-01,0.1
42.5,117.5,0.01,-5.01E-01,0.1
47.5,-37.5,0.01,2.44E+00,0.1
47.5,-32.5,0.01,2.65E+00,0.1
47.5,-27.5,0.01,3.91E+00,0.1
47.5,-22.5,0.01,4.63E+00,0.1
47.5,-17.5,0.01,5.05E+00,0.1
47.5,-12.5,0.01,5.16E+00,0.1
47.5,-7.5,0.01,6.15E+00,0.1
47.5,-2.5,0.01,6.02E+00,0.1
47.5,2.5,0.01,6.28E+00,0.1
47.5,7.5,0.01,5.63E+00,0.1
47.5,12.5,0.01,5.77E+00,0.1
47.5,17.5,0.01,4.85E+00,0.1
47.5,22.5,0.01,4.71E+00,0.1
47.5,27.5,0.01,3.50E+00,0.1
47.5,32.5,0.01,2.86E+00,0.1
47.5,37.5,0.01,2.59E+00,0.1
47.5,42.5,0.01,1.55E+00,0.1
47.5,47.5,0.01,1.40E+00,0.1
47.5,52.5,0.01,1.04E+00,0.1
47.5,57.5,0.01,3.20E-01,0.1
47.5,62.5,0.01,9.44E-01,0.1
47.5,67.5,0.01,-3.14E-02,0.1
47.5,72.5,0.01,2.86E-01,0.1
47.5,77.5,0.01,7.91E-02,0.1
47.5,82.5,0.01,-1.16E-01,0.1
47.5,87.5,0.01,3.24E-02,0.1
47.5,92.5,0.01,6.34E-02,0.1
47.5,97.5,0.01,2.07E-02,0.1
47.5,102.5,0.01,-1.51E-01,0.1
47.5,107.5,0.01,3.57E-02,0.1
47.5,112.5,0.01,-3.92E-01,0.1
47.5,117.5,0.01,-1.85E-01,0.1
52.5,-37.5,0.01,2.28E+00,0.1
52.5,-32.5,0.01,2.85E+00,0.1
52.5,-27.5,0.01,3.09E+00,0.1
52.5,-22.5,0.01,3.58E+00,0.1
52.5,-17.5,0.01,4.11E+00,0.1
52.5,-12.5,0.01,4.65E+00,0.1
52.5,-7.5,0.01,5.15E+00,0.1
52.5,-2.5,0.01,4.88E+00,0.1
52.5,2.5,0.01,4.67E+00,0.1
52.5,7.5,0.01,5.17E+00,0.1
52.5,12.5,0.01,4.29E+00,0.1
52.5,17.5,0.01,3.79E+00,0.1
52.5,22.5,0.01,3.59E+00,0.1
52.5,27.5,0.01,3.37E+00,0.1
52.5,32.5,0.01,2.25E+00,0.1
52.5,37.5,0.01,2.31E+00,0.1
52.5,42.5,0.01,1.60E+00,0.1
52.5,47.5,0.01,1.51E+00,0.1
52.5,52.5,0.01,8.74E-01,0.1
52.5,57.5,0.01,4.95E-01,0.1
52.5,62.5,0.01,6.08E-01,0.1
52.5,67.5,0.01,5.17E-03,0.1
52.5,72.5,0.01,1.71E-02,0.1
52.5,77.5,0.01,-6.55E-02,0.1
52.5,82.5,0.01,-2.21E-01,0.1
52.5,87.5,0.01,-4.03E-01,0.1
52.5,92.5,0.01,1.85E-01,0.1
52.5,97.5,0.01,-4.05E-01,0.1
52.5,102.5,0.01,8.31E-02,0.1
52.5,107.5,0.01,2.24E-01,0.1
52.5,112.5,0.01,-1.55E-01,0.1
52.5,117.5,0.01,-3.34E-01,0.1
57.5,-37.5,0.01,2.07E+00,0.1
57.5,-32.5,0.01,2.66E+00,0.1
57.5,-27.5,0.01,2.22E+00,0.1
57.5,-22.5,0.01,2.74E+00,0.1
57.5,-17.5,0.01,3.60E+00,0.1
57.5,-12.5,0.01,3.57E+00,0.1
57.5,-7.5,0.01,3.86E+00,0.1
57.5,-2.5,0.01,3.96E+00,0.1
57.5,2.5,0.01,3.81E+00,0.1
57.5,7.5,0.01,4.29E+00,0.1
57.5,12.5,0.01,4.18E+00,0.1
57.5,17.5,0.01,3.21E+00,0.1
57.5,22.5,0.01,3.39E+00,0.1
57.5,27.5,0.01,2.39E+00,0.1
57.5,32.5,0.01,1.93E+00,0.1
57.5,37.5,0.01,1.75E+00,0.1
57.5,42.5,0.01,1.49E+00,0.1
57.5,47.5,0.01,8.58E-01,0.1
57.5,52.5,0.01,7.99E-01,0.1
57.5,57.5,0.01,7.87E-01,0.1
57.5,62.5,0.01,8.08E-01,0.1
57.5,67.5,0.01,7.84E-01,0.1
57.5,72.5,0.01,4.37E-01,0.1
57.5,77.5,0.01,5.83E-01,0.1
57.5,82.5,0.01,4.92E-01,0.1
57.5,87.5,0.01,-6.41E-02,0.1
57.5,92.5,0.01,-3.80E-01,0.1
57.5,97.5,0.01,3.50E-01,0.1
57.5,102.5,0.01,-2.20E-01,0.1
57.5,107.5,0.01,-2.45E-01,0.1
57.5,112.5,0.01,-1.02E-01,0.1
57.5,117.5,0.01,1.23E-01,0.1
62.5,-37.5,0.01,1.81E+00,0.1
62.5,-32.5,0.01,1.94E+00,0.1
62.5,-27.5,0.01,1.78E+00,0.1
62.5,-22.5,0.01,2.50E+00,0.1
62.5,-17.5,0.01,2.58E+00,0.1
62.5,-12.5,0.01,3.09E+00,0.1
62.5,-7.5,0.01,3.12E+00,0.1
62.5,-2.5,0.01,3.24E+00,0.1
62.5,2.5,0.01,2.94E+00,0.1
62.5,7.5,0.01,3.20E+00,0.1
62.5,12.5,0.01,3.31E+00,0.1
62.5,17.5,0.01,3.20E+00,0.1
62.5,22.5,0.01,2.30E+00,0.1
62.5,27.5,0.01,2.22E+00,0.1
62.5,32.5,0.01,2.20E+00,0.1
62.5,37.5,0.01,1.77E+00,0.1
62.5,42.5,0.01,1.37E+00,0.1
62.5,47.5,0.01,8.60E-01,0.1
62.5,52.5,0.01,1.24E+00,0.1
62.5,57.5,0.01,8.13E-01,0.1
62.5,62.5,0.01,6.72E-01,0.1
62.5,67.5,0.01,1.77E-01,0.1
62.5,72.5,0.01,6.25E-01,0.1
62.5,77.5,0.01,5.07E-01,0.1
62.5,82.5,0.01,2.66E-01,0.1
62.5,87.5,0.01,-3.22E-01,0.1
62.5,92.5,0.01,-4.51E-02,0.1
62.5,97.5,0.01,-3.82E-02,0.1
62.5,102.5,0.01,-2.28E-01,0.1
62.5,107.5,0.01,2.98E-01,0.1
62.5,112.5,0.01,-4.52E-02,0.1
62.5,117.5,0.01,-5.07E-01,0.1
67.5,-37.5,0.01,1.64E+00,0.1
67.5,-32.5,0.01,1.58E+00,0.1
67.5,-27.5,0.01,2.03E+00,0.1
67.5,-22.5,0.01,1.76E+00,0.1
67.5,-17.5,0.01,2.48E+00,0.1
67.5,-12.5,0.01,2.34E+00,0.1
67.5,-7.5,0.01,2.35E+00,0.1
67.5,-2.5,0.01,2.58E+00,0.1
67.5,2.5,0.01,2.28E+00,0.1
67.5,7.5,0.01,2.89E+00,0.1
67.5,12.5,0.01,2.54E+00,0.1
67.5,17.5,0.01,2.18E+00,0.1
67.5,22.5,0.01,1.77E+00,0.1
67.5,27.5,0.01,1.69E+00,0.1
67.5,32.5,0.01,2.06E+00,0.1
67.5,37.5,0.01,1.17E+00,0.1
67.5,42.5,0.01,1.50E+00,0.1
67.5,47.5,0.01,8.77E-01,0.1
67.5,52.5,0.01,9.43E-01,0.1
67.5,57.5,0.01,2.13E-01,0.1
67.5,62.5,0.01,6.12E-01,0.1
67.5,67.5,0.01,3.39E-01,0.1
67.5,72.5,0.01,4.58E-01,0.1
67.5,77.5,0.01,5.16E-01,0.1
67.5,82.5,0.01,1.13E-02,0.1
67.5,87.5,0.01,-1.84E-01,0.1
67.5,92.5,0.01,2.03E-02,0.1
67.5,97.5,0.01,8.37E-02,0.1
67.5,102.5,0.01,-4.14E-01,0.1
67.5,107.5,0.01,2.82E-01,0.1
67.5,112.5,0.01,9.74E-02,0.1
67.5,117.5,0.01,9.47E-02,0.1
72.5,-37.5,0.01,1.57E+00,0.1
72.5,-32.5,0.01,1.76E+00,0.1
72.5,-27.5,0.01,1.69E+00,0.1
72.5,-22.5,0.01,2.11E+00,0.1
72.5,-17.5,0.01,1.55E+00,0.1
72.5,-12.5,0.01,2.24E+00,0.1
72.5,-7.5,0.01,2.04E+00,0.1
72.5,-2.5,0.01,1.98E+00,0.1
72.5,2.5,0.01,2.21E+00,0.1
72.5,7.5,0.01,2.03E+00,0.1
72.5,12.5,0.01,2.50E+00,0.1
72.5,17.5,0.01,2.31E+00,0.1
72.5,22.5,0.01,1.86E+00,0.1
72.5,27.5,0.01,1.40E+00,0.1
72.5,32.5,0.01,1.75E+00,0.1
72.5,37.5,0.01,1.39E+00,0.1
72.5,42.5,0.01,1.14E+00,0.1
72.5,47.5,0.01,9.45E-01,0.1
72.5,52.5,0.01,4.72E-01,0.1
72.5,57.5,0.01,2.24E-01,0.1
72.5,62.5,0.01,1.55E-01,0.1
72.5,67.5,0.01,1.66E-01,0.1
72.5,72.5,0.01,-3.71E-03,0.1
72.5,77.5,0.01,4.13E-01,0.1
72.5,82.5,0.01,-3.86E-02,0.1
72.5,87.5,0.01,1.25E-01,0.1
72.5,92.5,0.01,3.69E-01,0.1
72.5,97.5,0.01,-3.99E-01,0.1
72.5,102.5,0.01,3.91E-01,0.1
72.5,107.5,0.01,-4.66E-02,0.1
72.5,112.5,0.01,-3.23E-01,0.1
72.5,117.5,0.01,-3.26E-02,0.1
77.5,-37.5,0.01,8.96E-01,0.1
77.5,-32.5,0.01,7.77E-01,0.1
77.5,-27.5,0.01,9.35E-01,0.1
77.5,-22.5,0.01,1.11E+00,0.1
77.5,-17.5,0.01,1.88E+00,0.1
77.5,-12.5,0.01,1.89E+00,0.1
77.5,-7.5,0.01,2.11E+00,0.1
77.5,-2.5,0.01,1.89E+00,0.1
77.5,2.5,0.01,1.73E+00,0.1
77.5,7.5,0.01,2.15E+00,0.1
77.5,12.5,0.01,2.11E+00,0.1
77.5,17.5,0.01,1.28E+00,0.1
77.5,22.5,0.01,1.93E+00,0.1
77.5,27.5,0.01,9.70E-01,0.1
77.5,32.5,0.01,1.27E+00,0.1
77.5,37.5,0.01,1.35E+00,0.1
77.5,42.5,0.01,7.84E-01,0.1
77.5,47.5,0.01,7.30E-01,0.1
77.5,52.5,0.01,7.85E-01,0.1
77.5,57.5,0.01,2.71E-01,0.1
77.5,62.5,0.01,7.52E-01,0.1
77.5,67.5,0.01,1.53E-01,0.1
77.5,72.5,0.01,-1.47E-01,0.1
77.5,77.5,0.01,4.33E-01,0.1
77.5,82.5,0.01,-9.82E-02,0.1
77.5,87.5,0.01,-1.57E-01,0.1
77.5,92.5,0.01,2.79E-01,0.1
77.5,97.5,0.01,2.61E-01,0.1
77.5,102.5,0.01,4.37E-01,0.1
77.5,107.5,0.01,-1.87E-01,0.1
77.5,112.5,0.01,-4.35E-01,0.1
77.5,117.5,0.01,-2.73E-01,0.1
82.5,-37.5,0.01,1.19E+00,0.1
82.5,-32.5,0.01,8.79E-01,0.1
82.5,-27.5,0.01,1.15E+00,0.1
82.5,-22.5,0.01,9.82E-01,0.1
82.5,-17.5,0.01,1.60E+00,0.1
82.5,-12.5,0.01,9.93E-01,0.1
82.5,-7.5,0.01,1.88E+00,0.1
82.5,-2.5,0.01,1.73E+00,0.1
82.5,2.5,0.01,1.22E+00,0.1
82.5,7.5,0.01,1.15E+00,0.1
82.5,12.5,0.01,1.83E+00,0.1
82.5,17.5,0.01,1.56E+00,0.1
82.5,22.5,0.01,1.63E+00,0.1
82.5,27.5,0.01,1.15E+00,0.1
82.5,32.5,0.01,1.04E+00,0.1
82.5,37.5,0.01,6.92E-01,0.1
82.5,42.5,0.01,6.83E-01,0.1
82.5,47.5,0.01,6.02E-01,0.1
82.5,52.5,0.01,1.45E-01,0.1
82.5,57.5,0.01,5.45E-01,0.1
82.5,62.5,0.01,4.47E-01,0.1
82.5,67.5,0.01,6.21E-01,0.1
82.5,72.5,0.01,1.83E-01,0.1
82.5,77.5,0.01,-7.06E-02,0.1
82.5,82.5,0.01,4.75E-01,0.1
82.5,87.5,0.01,2.51E-01,0.1
82.5,92.5,0.01,-3.04E-01,0.1
82.5,97.5,0.01,3.87E-01,0.1
82.5,102.5,0.01,-2.10E-01,0.1
82.5,107.5,0.01,3.66E-01,0.1
82.5,112.5,0.01,1.78E-01,0.1
82.5,117.5,0.01,3.96E-01,0.1
87.5,-37.5,0.01,4.58E-01,0.1
87.5,-32.5,0.01,1.22E+00,0.1
87.5,-27.5,0.01,1.12E+00,0.1
87.5,-22.5,0.01,1.18E+00,0.1
87.5,-17.5,0.01,1.54E+00,0.1
87.5,-12.5,0.01,1.16E+00,0.1
87.5,-7.5,0.01,1.58E+00,0.1
87.5,-2.5,0.01,9.93E-01,0.1
87.5,2.5,0.01,1.22E+00,0.1
87.5,7.5,0.01,8.66E-01,0.1
87.5,12.5,0.01,1.08E+00,0.1
87.5,17.5,0.01,1.45E+00,0.1
87.5,22.5,0.01,1.47E+00,0.1
87.5,27.5,0.01,8.98E-01,0.1
87.5,32.5,0.01,1.04E+00,0.1
87.5,37.5,0.01,9.64E-01,0.1
87.5,42.5,0.01,3.27E-01,0.1
87.5,47.5,0.01,8.51E-01,0.1
87.5,52.5,0.01,1.88E-01,0.1
87.5,57.5,0.01,5.50E-01,0.1
87.5,62.5,0.01,2.57E-01,0.1
87.5,67.5,0.01,5.20E-01,0.1
87.5,72.5,0.01,2.63E-01,0.1
87.5,77.5,0.01,5.00E-02,0.1
87.5,82.5,0.01,8.92E-02,0.1
87.5,87.5,0.01,-2.17E-01,0.1
87.5,92.5,0.01,-1.46E-01,0.1
87.5,97.5,0.01,-1.59E-02,0.1
87.5,102.5,0.01,2.02E-01,0.1
87.5,107.5,0.01,4.39E-01,0.1
87.5,112.5,0.01,7.44E-02,0.1
87.5,117.5,0.01,-1.69E-01,0.1
92.5,-37.5,0.01,6.62E-01,0.1
92.5,-32.5,0.01,5.65E-01,0.1
92.5,-27.5,0.01,6.85E-01,0.1
92.5,-22.5,0.01,1.27E+00,0.1
92.5,-17.5,0.01,1.12E+00,0.1
92.5,-12.5,0.01,9.57E-01,0.1
92.5,-7.5,0.01,8.58E-01,0.1
92.5,-2.5,0.01,1.08E+00,0.1
92.5,2.5,0.01,1.42E+00,0.1
92.5,7.5,0.01,8.46E-01,0.1
92.5,12.5,0.01,9.97E-01,0.1
92.5,17.5,0.01,9.52E-01,0.1
92.5,22.5,0.01,1.18E+00,0.1
92.5,27.5,0.01,7.54E-01,0.1
92.5,32.5,0.01,3.72E-01,0.1
92.5,37.5,0.01,5.27E-01,0.1
92.5,42.5,0.01,2.50E-01,0.1
92.5,47.5,0.01,9.70E-01,0.1
92.5,52.5,0.01,7.26E-01,0.1
92.5,57.5,0.01,-1.36E-02,0.1
92.5,62.5,0.01,2.88E-01,0.1
92.5,67.5,0.01,5.76E-01,0.1
92.5,72.5,0.01,2.03E-01,0.1
92.5,77.5,0.01,3.38E-01,0.1
92.5,82.5,0.01,4.28E-01,0.1
92.5,87.5,0.01,-1.78E-02,0.1
92.5,92.5,0.01,4.12E-01,0.1
92.5,97.5,0.01,-2.92E-01,0.1
92.5,102.5,0.01,1.34E-02,0.1
92.5,107.5,0.01,3.94E-01,0.1
92.5,112.5,0.01,2.49E-01,0.1
92.5,117.5,0.01,4.16E-01,0.1
97.5,-37.5,0.01,2.21E-01,0.1
97.5,-32.5,0.01,9.48E-01,0.1
97.5,-27.5,0.01,7.06E-01,0.1
97.5,-22.5,0.01,5.22E-01,0.1
97.5,-17.5,0.01,6.00E-01,0.1
97.5,-12.5,0.01,6.66E-01,0.1
97.5,-7.5,0.01,9.88E-01,0.1
97.5,-2.5,0.01,1.22E+00,0.1
97.5,2.5,0.01,6.91E-01,0.1
97.5,7.5,0.01,1.00E+00,0.1
97.5,12.5,0.01,6.96E-01,0.1
97.5,17.5,0.01,7.36E-01,0.1
97.5,22.5,0.01,7.67E-01,0.1
97.5,27.5,0.01,6.92E-01,0.1
97.5,32.5,0.01,5.26E-01,0.1
97.5,37.5,0.01,4.83E-01,0.1
97.5,42.5,0.01,8.63E-01,0.1
97.5,47.5,0.01,5.18E-01,0.1
97.5,52.5,0.01,4.50E-01,0.1
97.5,57.5,0.01,3.43E-01,0.1
97.5,62.5,0.01,1.83E-01,0.1
97.5,67.5,0.01,6.78E-02,0.1
97.5,72.5,0.01,1.00E-01,0.1
97.5,77.5,0.01,4.59E-01,0.1
97.5,82.5,0.01,-1.29E-01,0.1
97.5,87.5,0.01,3.54E-01,0.1
97.5,92.5,0.01,5.23E-02,0.1
97.5,97.5,0.01,-3.09E-01,0.1
97.5,102.5,0.01,-3.18E-01,0.1
97.5,107.5,0.01,1.21E-01,0.1
97.5,112.5,0.01,4.89E-02,0.1
97.5,117.5,0.01,-3.53E-01,0.1
102.5,-37.5,0.01,1.77E-01,0.1
102.5,-32.5,0.01,1.76E-01,0.1
102.5,-27.5,0.01,5.53E-01,0.1
102.5,-22.5,0.01,5.60E-01,0.1
102.5,-17.5,0.01,9.83E-01,0.1
102.5,-12.5,0.01,7.31E-01,0.1
102.5,-7.5,0.01,5.30E-01,0.1
102.5,-2.5,0.01,4.06E-01,0.1
102.5,2.5,0.01,7.72E-01,0.1
102.5,7.5,0.01,9.36E-01,0.1
102.5,12.5,0.01,6.58E-01,0.1
102.5,17.5,0.01,1.06E+00,0.1
102.5,22.5,0.01,6.83E-01,0.1
102.5,27.5,0.01,2.52E-01,0.1
102.5,32.5,0.01,2.43E-01,0.1
102.5,37.5,0.01,4.70E-01,0.1
102.5,42.5,0.01,5.01E-01,0.1
102.5,47.5,0.01,1.06E-01,0.1
102.5,52.5,0.01,6.65E-01,0.1
102.5,57.5,0.01,3.14E-02,0.1
102.5,62.5,0.01,1.04E-01,0.1
102.5,67.5,0.01,2.51E-02,0.1
102.5,72.5,0.01,1.18E-01,0.1
102.5,77.5,0.01,-1.43E-01,0.1
102.5,82.5,0.01,5.60E-01,0.1
102.5,87.5,0.01,5.12E-01,0.1
102.5,92.5,0.01,3.42E-01,0.1
102.5,97.5,0.01,-2.45E-01,0.1
102.5,102.5,0.01,-3.04E-01,0.1
102.5,107.5,0.01,-3.56E-01,0.1
102.5,112.5,0.01,4.48E-01,0.1
102.5,117.5,0.01,-3.83E-01,0.1
107.5,-37.5,0.01,6.64E-01,0.1
107.5,-32.5,0.01,5.93E-01,0.1
107.5,-27.5,0.01,1.91E-01,0.1
107.5,-22.5,0.01,7.98E-01,0.1
107.5,-17.5,0.01,3.49E-01,0.1
107.5,-12.5,0.01,2.82E-01,0.1
107.5,-7.5,0.01,7.96E-01,0.1
107.5,-2.5,0.01,5.49E-01,0.1
107.5,2.5,0.01,6.66E-01,0.1
107.5,7.5,0.01,2.14E-01,0.1
107.5,12.5,0.01,2.67E-01,0.1
107.5,17.5,0.01,2.34E-01,0.1
107.5,22.5,0.01,9.27E-01,0.1
107.5,27.5,0.01,4.47E-01,0.1
107.5,32.5,0.01,3.63E-01,0.1
107.5,37.5,0.01,7.20E-02,0.1
107.5,42.5,0.01,5.96E-01,0.1
107.5,47.5,0.01,7.96E-02,0.1
107.5,52.5,0.01,3.45E-01,0.1
107.5,57.5,0.01,6.90E-01,0.1
107.5,62.5,0.01,-7.27E-02,0.1
107.5,67.5,0.01,-1.96E-01,0.1
107.5,72.5,0.01,6.17E-01,0.1
107.5,77.5,0.01,5.21E-01,0.1
107.5,82.5,0.01,5.74E-01,0.1
107.5,87.5,0.01,1.42E-01,0.1
107.5,92.5,0.01,2.12E-01,0.1
107.5,97.5,0.01,1.13E-02,0.1
107.5,102.5,0.01,4.25E-01,0.1
107.5,107.5,0.01,-2.11E-01,0.1
107.5,112.5,0.01,-1.40E-01,0.1
107.5,117.5,0.01,-2.91E-01,0.1
112.5,-37.5,0.01,3.35E-01,0.1
112.5,-32.5,0.01,8.35E-01,0.1
112.5,-27.5,0.01,6.21E-01,0.1
112.5,-22.5,0.01,7.00E-01,0.1
112.5,-17.5,0.01,6.45E-01,0.1
112.5,-12.5,0.01,8.23E-01,0.1
112.5,-7.5,0.01,6.79E-01,0.1
112.5,-2.5,0.01,3.12E-01,0.1
112.5,2.5,0.01,4.02E-01,0.1
112.5,7.5,0.01,6.29E-01,0.1
112.5,12.5,0.01,4.29E-01,0.1
112.5,17.5,0.01,7.68E-01,0.1
112.5,22.5,0.01,6.89E-01,0.1
112.5,27.5,0.01,7.43E-02,0.1
112.5,32.5,0.01,8.15E-02,0.1
112.5,37.5,0.01,5.97E-01,0.1
112.5,42.5,0.01,2.37E-01,0.1
112.5,47.5,0.01,3.69E-01,0.1
112.5,52.5,0.01,3.37E-01,0.1
112.5,57.5,0.01,5.44E-01,0.1
112.5,62.5,0.01,1.98E-01,0.1
112.5,67.5,0.01,-1.49E-02,0.1
112.5,72.5,0.01,1.92E-01,0.1
112.5,77.5,0.01,3.13E-01,0.1
112.5,82.5,0.01,5.49E-01,0.1
112.5,87.5,0.01,1.42E-01,0.1
112.5,92.5,0.01,-2.00E-01,0.1
112.5,97.5,0.01,2.58E-01,0.1
112.5,102.5,0.01,9.87E-02,0.1
112.5,107.5,0.01,-2.32E-01,0.1
112.5,112.5,0.01,-1.32E-01,0.1
112.5,117.5,0.01,4.17E-01,0.1
117.5,-37.5,0.01,-6.90E-02,0.1
117.5,-32.5,0.01,2.17E-01,0.1
117.5,-27.5,0.01,4.71E-01,0.1
117.5,-22.5,0.01,5.38E-01,0.1
117.5,-17.5,0.01,8.83E-01,0.1
117.5,-12.5,0.01,4.17E-01,0.1
117.5,-7.5,0.01,4.44E-01,0.1
117.5,-2.5,0.01,3.13E-01,0.1
117.5,2.5,0.01,9.16E-01,0.1
117.5,7.5,0.01,5.93E-01,0.1
117.5,12.5,0.01,7.93E-01,0.1
117.5,17.5,0.01,6.95E-01,0.1
117.5,22.5,0.01,5.81E-01,0.1
117.5,27.5,0.01,7.97E-01,0.1
117.5,32.5,0.01,4.59E-01,0.1
117.5,37.5,0.01,7.63E-02,0.1
117.5,42.5,0.01,2.24E-01,0.1
117.5,47.5,0.01,3.18E-02,0.1
117.5,52.5,0.01,-1.38E-01,0.1
117.5,57.5,0.01,4.44E-01,0.1
117.5,62.5,0.01,1.19E-02,0.1
117.5,67.5,0.01,5.68E-01,0.1
117.5,72.5,0.01,-2.79E-01,0.1
117.5,77.5,0.01,1.10E-01,0.1
117.5,82.5,0.01,4.05E-01,0.1
117.5,87.5,0.01,2.39E-02,0.1
117.5,92.5,0.01,3.24E-01,0.1
117.5,97.5,0.01,-3.73E-01,0.1
117.5,102.5,0.01,3.09E-02,0.1
117.5,107.5,0.01,-3.67E-01,0.1
117.5,112.5,0.01,-8.73E-02,0.1
117.5,117.5,0.01,1.29E-01,0.1
