x,y,z,aCT_REM_nT,std_dev
277538,-331696,0.01,54.70911935,0.1
277538,-325196,0.01,80.84082543,0.1
277538,-318696,0.01,81.99585881,0.1
277538,-312196,0.01,55.35844064,0.1
277538,-305696,0.01,13.01697862,0.1
277538,-299196,0.01,-26.99262635,0.1
277538,-292696,0.01,-42.7837835,0.1
277538,-286196,0.01,-34.24366302,0.1
277538,-279696,0.01,-21.15376819,0.1
277538,-273196,0.01,-11.04120391,0.1
277538,-266696,0.01,-3.403490897,0.1
277538,-260196,0.01,2.758517319,0.1
277538,-253696,0.01,9.551286934,0.1
277538,-247196,0.01,9.593065815,0.1
277538,-240696,0.01,9.871584656,0.1
277538,-234196,0.01,11.14708171,0.1
277538,-227696,0.01,11.9360081,0.1
277538,-221196,0.01,14.09153149,0.1
277538,-214696,0.01,14.57873364,0.1
277538,-208196,0.01,14.85352395,0.1
277538,-201696,0.01,15.6524498,0.1
277538,-195196,0.01,16.79479212,0.1
277538,-188696,0.01,20.62139741,0.1
277538,-182196,0.01,26.79491724,0.1
277538,-175696,0.01,32.26186358,0.1
277538,-169196,0.01,37.79887767,0.1
277538,-162696,0.01,43.25245941,0.1
277538,-156196,0.01,49.9897249,0.1
277538,-149696,0.01,57.77075882,0.1
277538,-143196,0.01,64.51023459,0.1
277538,-136696,0.01,68.88396363,0.1
277538,-130196,0.01,70.14161418,0.1
277538,-123696,0.01,71.22059445,0.1
277538,-117196,0.01,75.28203421,0.1
284038,-331696,0.01,63.55241065,0.1
284038,-325196,0.01,88.09815266,0.1
284038,-318696,0.01,80.71072645,0.1
284038,-312196,0.01,51.00202796,0.1
284038,-305696,0.01,10.74514758,0.1
284038,-299196,0.01,-32.7334835,0.1
284038,-292696,0.01,-48.5832394,0.1
284038,-286196,0.01,-33.42839131,0.1
284038,-279696,0.01,-15.73508136,0.1
284038,-273196,0.01,-6.29915696,0.1
284038,-266696,0.01,-0.78445969,0.1
284038,-260196,0.01,3.792641933,0.1
284038,-253696,0.01,7.90692493,0.1
284038,-247196,0.01,8.429412981,0.1
284038,-240696,0.01,8.715137173,0.1
284038,-234196,0.01,10.27697742,0.1
284038,-227696,0.01,11.25364752,0.1
284038,-221196,0.01,14.36786461,0.1
284038,-214696,0.01,16.65005064,0.1
284038,-208196,0.01,17.17853908,0.1
284038,-201696,0.01,17.90518194,0.1
284038,-195196,0.01,18.38225122,0.1
284038,-188696,0.01,20.93297414,0.1
284038,-182196,0.01,25.70238934,0.1
284038,-175696,0.01,30.73480639,0.1
284038,-169196,0.01,37.16668668,0.1
284038,-162696,0.01,44.75237469,0.1
284038,-156196,0.01,53.33524454,0.1
284038,-149696,0.01,62.47489831,0.1
284038,-143196,0.01,70.69070766,0.1
284038,-136696,0.01,77.82110723,0.1
284038,-130196,0.01,82.94916932,0.1
284038,-123696,0.01,86.49727597,0.1
284038,-117196,0.01,90.92077636,0.1
290538,-331696,0.01,55.09612146,0.1
290538,-325196,0.01,74.5993879,0.1
290538,-318696,0.01,64.20670972,0.1
290538,-312196,0.01,37.22916028,0.1
290538,-305696,0.01,2.967319395,0.1
290538,-299196,0.01,-29.28281724,0.1
290538,-292696,0.01,-40.93003064,0.1
290538,-286196,0.01,-26.9738643,0.1
290538,-279696,0.01,-8.435161903,0.1
290538,-273196,0.01,-0.165861919,0.1
290538,-266696,0.01,2.497358439,0.1
290538,-260196,0.01,4.519637726,0.1
290538,-253696,0.01,5.655696735,0.1
290538,-247196,0.01,5.712941933,0.1
290538,-240696,0.01,7.185591282,0.1
290538,-234196,0.01,10.10910508,0.1
290538,-227696,0.01,11.86246468,0.1
290538,-221196,0.01,15.0364975,0.1
290538,-214696,0.01,17.86769889,0.1
290538,-208196,0.01,18.4868494,0.1
290538,-201696,0.01,19.74915868,0.1
290538,-195196,0.01,20.06235592,0.1
290538,-188696,0.01,21.68042198,0.1
290538,-182196,0.01,24.24637772,0.1
290538,-175696,0.01,29.11758562,0.1
290538,-169196,0.01,36.11599811,0.1
290538,-162696,0.01,45.47213343,0.1
290538,-156196,0.01,56.64318826,0.1
290538,-149696,0.01,68.22441244,0.1
290538,-143196,0.01,78.65216962,0.1
290538,-136696,0.01,88.5814614,0.1
290538,-130196,0.01,96.4697146,0.1
290538,-123696,0.01,101.2139809,0.1
290538,-117196,0.01,104.2091655,0.1
297038,-331696,0.01,35.49744598,0.1
297038,-325196,0.01,48.78801829,0.1
297038,-318696,0.01,41.96510687,0.1
297038,-312196,0.01,21.34439302,0.1
297038,-305696,0.01,-2.059719781,0.1
297038,-299196,0.01,-19.75847919,0.1
297038,-292696,0.01,-26.86488417,0.1
297038,-286196,0.01,-17.56109299,0.1
297038,-279696,0.01,-4.372291906,0.1
297038,-273196,0.01,3.567072355,0.1
297038,-266696,0.01,3.634090378,0.1
297038,-260196,0.01,2.405671339,0.1
297038,-253696,0.01,2.908377605,0.1
297038,-247196,0.01,3.342475386,0.1
297038,-240696,0.01,6.342456028,0.1
297038,-234196,0.01,10.540978,0.1
297038,-227696,0.01,13.21640926,0.1
297038,-221196,0.01,16.23971353,0.1
297038,-214696,0.01,18.35595297,0.1
297038,-208196,0.01,19.52830814,0.1
297038,-201696,0.01,21.26159551,0.1
297038,-195196,0.01,21.79817978,0.1
297038,-188696,0.01,22.71676838,0.1
297038,-182196,0.01,23.41384189,0.1
297038,-175696,0.01,26.67735555,0.1
297038,-169196,0.01,34.3540564,0.1
297038,-162696,0.01,44.77645218,0.1
297038,-156196,0.01,58.6470415,0.1
297038,-149696,0.01,73.75580996,0.1
297038,-143196,0.01,88.7322698,0.1
297038,-136696,0.01,101.601421,0.1
297038,-130196,0.01,110.4418706,0.1
297038,-123696,0.01,114.9098791,0.1
297038,-117196,0.01,115.8433051,0.1
303538,-331696,0.01,13.19247331,0.1
303538,-325196,0.01,21.46724822,0.1
303538,-318696,0.01,20.59630937,0.1
303538,-312196,0.01,11.10184566,0.1
303538,-305696,0.01,-1.483552068,0.1
303538,-299196,0.01,-10.78972526,0.1
303538,-292696,0.01,-13.550893,0.1
303538,-286196,0.01,-7.677719372,0.1
303538,-279696,0.01,-0.722549596,0.1
303538,-273196,0.01,3.377393482,0.1
303538,-266696,0.01,1.7886378,0.1
303538,-260196,0.01,-1.050614492,0.1
303538,-253696,0.01,-0.368170858,0.1
303538,-247196,0.01,1.335215582,0.1
303538,-240696,0.01,5.346986764,0.1
303538,-234196,0.01,10.73892143,0.1
303538,-227696,0.01,14.48913788,0.1
303538,-221196,0.01,17.80798857,0.1
303538,-214696,0.01,19.67123099,0.1
303538,-208196,0.01,21.35273801,0.1
303538,-201696,0.01,23.53508661,0.1
303538,-195196,0.01,24.08560342,0.1
303538,-188696,0.01,23.68987077,0.1
303538,-182196,0.01,22.83027517,0.1
303538,-175696,0.01,24.54317565,0.1
303538,-169196,0.01,31.06807627,0.1
303538,-162696,0.01,41.53469462,0.1
303538,-156196,0.01,57.85991481,0.1
303538,-149696,0.01,77.69644519,0.1
303538,-143196,0.01,99.2073553,0.1
303538,-136696,0.01,116.7157913,0.1
303538,-130196,0.01,126.850125,0.1
303538,-123696,0.01,129.6629875,0.1
303538,-117196,0.01,126.3923045,0.1
310038,-331696,0.01,-7.841432029,0.1
310038,-325196,0.01,-0.393096856,0.1
310038,-318696,0.01,4.691369437,0.1
310038,-312196,0.01,4.2636277,0.1
310038,-305696,0.01,-0.660111764,0.1
310038,-299196,0.01,-4.331485993,0.1
310038,-292696,0.01,-3.882359958,0.1
310038,-286196,0.01,-0.367866385,0.1
310038,-279696,0.01,2.155474241,0.1
310038,-273196,0.01,2.070617719,0.1
310038,-266696,0.01,-0.918472959,0.1
310038,-260196,0.01,-3.988403934,0.1
310038,-253696,0.01,-3.703003885,0.1
310038,-247196,0.01,-1.404850759,0.1
310038,-240696,0.01,3.605654188,0.1
310038,-234196,0.01,10.19176702,0.1
310038,-227696,0.01,15.32371473,0.1
310038,-221196,0.01,19.64483715,0.1
310038,-214696,0.01,22.05673903,0.1
310038,-208196,0.01,24.14573938,0.1
310038,-201696,0.01,26.83447574,0.1
310038,-195196,0.01,26.8955242,0.1
310038,-188696,0.01,25.38347326,0.1
310038,-182196,0.01,23.25037555,0.1
310038,-175696,0.01,22.57457092,0.1
310038,-169196,0.01,25.77895641,0.1
310038,-162696,0.01,35.30072944,0.1
310038,-156196,0.01,54.17988583,0.1
310038,-149696,0.01,79.07091193,0.1
310038,-143196,0.01,108.1327645,0.1
310038,-136696,0.01,133.3755848,0.1
310038,-130196,0.01,146.606215,0.1
310038,-123696,0.01,146.6569393,0.1
310038,-117196,0.01,137.4379374,0.1
316538,-331696,0.01,-25.20061759,0.1
316538,-325196,0.01,-14.73723993,0.1
316538,-318696,0.01,-3.737473353,0.1
316538,-312196,0.01,0.179518829,0.1
316538,-305696,0.01,-0.031475759,0.1
316538,-299196,0.01,-0.319139028,0.1
316538,-292696,0.01,0.596502548,0.1
316538,-286196,0.01,3.187020433,0.1
316538,-279696,0.01,3.719491301,0.1
316538,-273196,0.01,1.25933356,0.1
316538,-266696,0.01,-3.632045314,0.1
316538,-260196,0.01,-7.191417376,0.1
316538,-253696,0.01,-6.656602619,0.1
316538,-247196,0.01,-4.147436654,0.1
316538,-240696,0.01,1.124818128,0.1
316538,-234196,0.01,8.992847418,0.1
316538,-227696,0.01,15.81203562,0.1
316538,-221196,0.01,21.68192413,0.1
316538,-214696,0.01,24.50277449,0.1
316538,-208196,0.01,26.74300739,0.1
316538,-201696,0.01,30.07133225,0.1
316538,-195196,0.01,30.54110749,0.1
316538,-188696,0.01,28.96757754,0.1
316538,-182196,0.01,24.96773679,0.1
316538,-175696,0.01,20.51907229,0.1
316538,-169196,0.01,20.9970782,0.1
316538,-162696,0.01,27.59004548,0.1
316538,-156196,0.01,45.67189199,0.1
316538,-149696,0.01,74.97370926,0.1
316538,-143196,0.01,115.2914732,0.1
316538,-136696,0.01,152.3119261,0.1
316538,-130196,0.01,169.6657128,0.1
316538,-123696,0.01,163.7861401,0.1
316538,-117196,0.01,147.4870774,0.1
323038,-331696,0.01,-34.96858547,0.1
323038,-325196,0.01,-22.63356648,0.1
323038,-318696,0.01,-9.31533156,0.1
323038,-312196,0.01,-2.750948058,0.1
323038,-305696,0.01,-0.188053138,0.1
323038,-299196,0.01,1.121259214,0.1
323038,-292696,0.01,2.270003459,0.1
323038,-286196,0.01,3.978887115,0.1
323038,-279696,0.01,3.744173865,0.1
323038,-273196,0.01,0.244766007,0.1
323038,-266696,0.01,-5.699209993,0.1
323038,-260196,0.01,-9.32289386,0.1
323038,-253696,0.01,-8.426361327,0.1
323038,-247196,0.01,-5.926977416,0.1
323038,-240696,0.01,-0.951795388,0.1
323038,-234196,0.01,7.307969109,0.1
323038,-227696,0.01,16.10544341,0.1
323038,-221196,0.01,23.48854264,0.1
323038,-214696,0.01,26.02016485,0.1
323038,-208196,0.01,27.80764276,0.1
323038,-201696,0.01,31.82641556,0.1
323038,-195196,0.01,33.54382091,0.1
323038,-188696,0.01,33.19696735,0.1
323038,-182196,0.01,27.52243426,0.1
323038,-175696,0.01,19.9830048,0.1
323038,-169196,0.01,18.31391939,0.1
323038,-162696,0.01,23.81216714,0.1
323038,-156196,0.01,36.56950295,0.1
323038,-149696,0.01,66.6595214,0.1
323038,-143196,0.01,115.8149419,0.1
323038,-136696,0.01,169.8420742,0.1
323038,-130196,0.01,192.0127735,0.1
323038,-123696,0.01,179.6368081,0.1
323038,-117196,0.01,154.1488915,0.1
329538,-331696,0.01,-38.48350583,0.1
329538,-325196,0.01,-26.46859497,0.1
329538,-318696,0.01,-13.64318246,0.1
329538,-312196,0.01,-5.390550071,0.1
329538,-305696,0.01,-1.107047437,0.1
329538,-299196,0.01,1.042898365,0.1
329538,-292696,0.01,2.141843743,0.1
329538,-286196,0.01,3.134338382,0.1
329538,-279696,0.01,1.643842438,0.1
329538,-273196,0.01,-2.032370009,0.1
329538,-266696,0.01,-6.593810831,0.1
329538,-260196,0.01,-9.431084155,0.1
329538,-253696,0.01,-8.707886759,0.1
329538,-247196,0.01,-5.972868298,0.1
329538,-240696,0.01,-0.994593861,0.1
329538,-234196,0.01,7.144238233,0.1
329538,-227696,0.01,15.84969078,0.1
329538,-221196,0.01,23.26514566,0.1
329538,-214696,0.01,26.51338732,0.1
329538,-208196,0.01,28.89996143,0.1
329538,-201696,0.01,32.37084349,0.1
329538,-195196,0.01,33.64753784,0.1
329538,-188696,0.01,32.55145751,0.1
329538,-182196,0.01,27.16869949,0.1
329538,-175696,0.01,20.80766425,0.1
329538,-169196,0.01,19.34481694,0.1
329538,-162696,0.01,25.51310942,0.1
329538,-156196,0.01,37.97399308,0.1
329538,-149696,0.01,67.92729371,0.1
329538,-143196,0.01,117.5083545,0.1
329538,-136696,0.01,176.2400611,0.1
329538,-130196,0.01,199.4887061,0.1
329538,-123696,0.01,185.7660256,0.1
329538,-117196,0.01,157.3021922,0.1
336038,-331696,0.01,-40.42891063,0.1
336038,-325196,0.01,-28.92347641,0.1
336038,-318696,0.01,-16.32992121,0.1
336038,-312196,0.01,-7.107569828,0.1
336038,-305696,0.01,-2.16042228,0.1
336038,-299196,0.01,0.19740604,0.1
336038,-292696,0.01,0.945967296,0.1
336038,-286196,0.01,1.116614764,0.1
336038,-279696,0.01,-0.992565354,0.1
336038,-273196,0.01,-3.882842929,0.1
336038,-266696,0.01,-6.744318251,0.1
336038,-260196,0.01,-8.701320831,0.1
336038,-253696,0.01,-7.75503981,0.1
336038,-247196,0.01,-4.731124343,0.1
336038,-240696,0.01,0.397742778,0.1
336038,-234196,0.01,8.187437063,0.1
336038,-227696,0.01,15.35595862,0.1
336038,-221196,0.01,21.90071069,0.1
336038,-214696,0.01,26.50613993,0.1
336038,-208196,0.01,29.16222589,0.1
336038,-201696,0.01,31.31007398,0.1
336038,-195196,0.01,30.199366,0.1
336038,-188696,0.01,27.46492845,0.1
336038,-182196,0.01,24.08088638,0.1
336038,-175696,0.01,22.08850917,0.1
336038,-169196,0.01,23.46224185,0.1
336038,-162696,0.01,32.12222113,0.1
336038,-156196,0.01,50.75999729,0.1
336038,-149696,0.01,83.0850776,0.1
336038,-143196,0.01,128.0122413,0.1
336038,-136696,0.01,171.5284767,0.1
336038,-130196,0.01,189.4652355,0.1
336038,-123696,0.01,179.4788747,0.1
336038,-117196,0.01,154.398248,0.1
342538,-331696,0.01,-42.20152891,0.1
342538,-325196,0.01,-31.23977283,0.1
342538,-318696,0.01,-18.1432039,0.1
342538,-312196,0.01,-8.307273595,0.1
342538,-305696,0.01,-3.349447713,0.1
342538,-299196,0.01,-0.977950039,0.1
342538,-292696,0.01,-0.307257355,0.1
342538,-286196,0.01,-0.888368075,0.1
342538,-279696,0.01,-2.422905493,0.1
342538,-273196,0.01,-4.656724719,0.1
342538,-266696,0.01,-6.279205139,0.1
342538,-260196,0.01,-7.711866843,0.1
342538,-253696,0.01,-6.57140406,0.1
342538,-247196,0.01,-3.407959023,0.1
342538,-240696,0.01,1.672031683,0.1
342538,-234196,0.01,8.751129798,0.1
342538,-227696,0.01,14.76283908,0.1
342538,-221196,0.01,20.82385619,0.1
342538,-214696,0.01,25.76234257,0.1
342538,-208196,0.01,28.26200571,0.1
342538,-201696,0.01,28.68714236,0.1
342538,-195196,0.01,26.43217261,0.1
342538,-188696,0.01,22.82397289,0.1
342538,-182196,0.01,21.82719808,0.1
342538,-175696,0.01,23.96745551,0.1
342538,-169196,0.01,29.37795718,0.1
342538,-162696,0.01,42.42129716,0.1
342538,-156196,0.01,66.22487203,0.1
342538,-149696,0.01,98.60837688,0.1
342538,-143196,0.01,135.4961931,0.1
342538,-136696,0.01,164.9644471,0.1
342538,-130196,0.01,178.2749898,0.1
342538,-123696,0.01,169.600183,0.1
342538,-117196,0.01,148.0071716,0.1
349038,-331696,0.01,-44.39150451,0.1
349038,-325196,0.01,-32.7039892,0.1
349038,-318696,0.01,-20.06755967,0.1
349038,-312196,0.01,-10.32639304,0.1
349038,-305696,0.01,-4.982496559,0.1
349038,-299196,0.01,-2.42105535,0.1
349038,-292696,0.01,-1.253847319,0.1
349038,-286196,0.01,-1.168500745,0.1
349038,-279696,0.01,-2.396206413,0.1
349038,-273196,0.01,-4.335858622,0.1
349038,-266696,0.01,-5.610540472,0.1
349038,-260196,0.01,-6.949574971,0.1
349038,-253696,0.01,-5.590251413,0.1
349038,-247196,0.01,-2.56895757,0.1
349038,-240696,0.01,2.209873134,0.1
349038,-234196,0.01,8.590623945,0.1
349038,-227696,0.01,14.08347637,0.1
349038,-221196,0.01,19.57697318,0.1
349038,-214696,0.01,23.99151215,0.1
349038,-208196,0.01,26.75776654,0.1
349038,-201696,0.01,26.39768414,0.1
349038,-195196,0.01,24.23756225,0.1
349038,-188696,0.01,21.96789641,0.1
349038,-182196,0.01,21.59984502,0.1
349038,-175696,0.01,25.2874094,0.1
349038,-169196,0.01,35.56527525,0.1
349038,-162696,0.01,51.61805069,0.1
349038,-156196,0.01,76.34405173,0.1
349038,-149696,0.01,107.2686715,0.1
349038,-143196,0.01,138.7829911,0.1
349038,-136696,0.01,162.7078915,0.1
349038,-130196,0.01,172.681173,0.1
349038,-123696,0.01,163.4826303,0.1
349038,-117196,0.01,142.2324292,0.1
355538,-331696,0.01,-45.81001726,0.1
355538,-325196,0.01,-34.12476217,0.1
355538,-318696,0.01,-22.04048728,0.1
355538,-312196,0.01,-12.65065977,0.1
355538,-305696,0.01,-6.688559487,0.1
355538,-299196,0.01,-3.564475015,0.1
355538,-292696,0.01,-1.398382469,0.1
355538,-286196,0.01,-0.510249568,0.1
355538,-279696,0.01,-1.579863569,0.1
355538,-273196,0.01,-3.297092951,0.1
355538,-266696,0.01,-4.801464692,0.1
355538,-260196,0.01,-6.292626987,0.1
355538,-253696,0.01,-5.020743102,0.1
355538,-247196,0.01,-2.386117403,0.1
355538,-240696,0.01,2.002209606,0.1
355538,-234196,0.01,8.15861806,0.1
355538,-227696,0.01,13.42791066,0.1
355538,-221196,0.01,18.6452763,0.1
355538,-214696,0.01,22.55187108,0.1
355538,-208196,0.01,25.32106667,0.1
355538,-201696,0.01,25.00109144,0.1
355538,-195196,0.01,23.46708727,0.1
355538,-188696,0.01,22.61115542,0.1
355538,-182196,0.01,21.2638277,0.1
355538,-175696,0.01,26.09948325,0.1
355538,-169196,0.01,38.71098386,0.1
355538,-162696,0.01,55.36629893,0.1
355538,-156196,0.01,79.04159016,0.1
355538,-149696,0.01,109.1260385,0.1
355538,-143196,0.01,140.9432382,0.1
355538,-136696,0.01,164.8237329,0.1
355538,-130196,0.01,174.3502651,0.1
355538,-123696,0.01,164.2005685,0.1
355538,-117196,0.01,140.2424122,0.1
362038,-331696,0.01,-45.51899979,0.1
362038,-325196,0.01,-34.94664164,0.1
362038,-318696,0.01,-23.37841612,0.1
362038,-312196,0.01,-14.60520974,0.1
362038,-305696,0.01,-8.825659277,0.1
362038,-299196,0.01,-4.568793508,0.1
362038,-292696,0.01,-1.766218348,0.1
362038,-286196,0.01,0.688468184,0.1
362038,-279696,0.01,0.456559895,0.1
362038,-273196,0.01,-1.426469872,0.1
362038,-266696,0.01,-3.557504538,0.1
362038,-260196,0.01,-5.570238549,0.1
362038,-253696,0.01,-5.058369819,0.1
362038,-247196,0.01,-3.188586065,0.1
362038,-240696,0.01,0.995484484,0.1
362038,-234196,0.01,7.988372626,0.1
362038,-227696,0.01,13.43872877,0.1
362038,-221196,0.01,18.51175128,0.1
362038,-214696,0.01,21.99982264,0.1
362038,-208196,0.01,24.09839828,0.1
362038,-201696,0.01,23.53803786,0.1
362038,-195196,0.01,23.49522126,0.1
362038,-188696,0.01,22.71197268,0.1
362038,-182196,0.01,21.92901677,0.1
362038,-175696,0.01,26.39258077,0.1
362038,-169196,0.01,37.45088118,0.1
362038,-162696,0.01,52.24127952,0.1
362038,-156196,0.01,73.97237,0.1
362038,-149696,0.01,103.3439706,0.1
362038,-143196,0.01,140.6057842,0.1
362038,-136696,0.01,171.1383729,0.1
362038,-130196,0.01,183.8498787,0.1
362038,-123696,0.01,171.0840759,0.1
362038,-117196,0.01,144.5332873,0.1
368538,-331696,0.01,-43.59854113,0.1
368538,-325196,0.01,-33.62489415,0.1
368538,-318696,0.01,-23.62065368,0.1
368538,-312196,0.01,-16.54198793,0.1
368538,-305696,0.01,-11.0605267,0.1
368538,-299196,0.01,-6.466125185,0.1
368538,-292696,0.01,-2.43818403,0.1
368538,-286196,0.01,2.343512812,0.1
368538,-279696,0.01,3.848988484,0.1
368538,-273196,0.01,1.512905114,0.1
368538,-266696,0.01,-2.067416766,0.1
368538,-260196,0.01,-4.814114949,0.1
368538,-253696,0.01,-5.230634274,0.1
368538,-247196,0.01,-4.307420936,0.1
368538,-240696,0.01,-0.345492295,0.1
368538,-234196,0.01,7.774934928,0.1
368538,-227696,0.01,14.38546314,0.1
368538,-221196,0.01,18.82160021,0.1
368538,-214696,0.01,21.55710938,0.1
368538,-208196,0.01,22.93373789,0.1
368538,-201696,0.01,22.92459025,0.1
368538,-195196,0.01,22.56848679,0.1
368538,-188696,0.01,22.65964444,0.1
368538,-182196,0.01,23.38813379,0.1
368538,-175696,0.01,26.5921773,0.1
368538,-169196,0.01,34.48859827,0.1
368538,-162696,0.01,44.96729544,0.1
368538,-156196,0.01,61.14080934,0.1
368538,-149696,0.01,89.63533269,0.1
368538,-143196,0.01,133.2862139,0.1
368538,-136696,0.01,177.0677835,0.1
368538,-130196,0.01,195.2262317,0.1
368538,-123696,0.01,182.0561966,0.1
368538,-117196,0.01,151.8751236,0.1
375038,-331696,0.01,-39.75561525,0.1
375038,-325196,0.01,-31.01419933,0.1
375038,-318696,0.01,-22.8028294,0.1
375038,-312196,0.01,-17.21336965,0.1
375038,-305696,0.01,-12.9897671,0.1
375038,-299196,0.01,-8.664561077,0.1
375038,-292696,0.01,-3.564420174,0.1
375038,-286196,0.01,3.785720275,0.1
375038,-279696,0.01,7.569663579,0.1
375038,-273196,0.01,4.53326232,0.1
375038,-266696,0.01,-0.588975874,0.1
375038,-260196,0.01,-4.000392587,0.1
375038,-253696,0.01,-4.729547701,0.1
375038,-247196,0.01,-4.743227171,0.1
375038,-240696,0.01,-1.146566778,0.1
375038,-234196,0.01,7.748627288,0.1
375038,-227696,0.01,15.07463828,0.1
375038,-221196,0.01,18.86355114,0.1
375038,-214696,0.01,20.65819333,0.1
375038,-208196,0.01,21.78241787,0.1
375038,-201696,0.01,22.19391013,0.1
375038,-195196,0.01,21.96921566,0.1
375038,-188696,0.01,22.68465817,0.1
375038,-182196,0.01,23.84384699,0.1
375038,-175696,0.01,25.80607946,0.1
375038,-169196,0.01,31.24334948,0.1
375038,-162696,0.01,38.54016117,0.1
375038,-156196,0.01,48.14852618,0.1
375038,-149696,0.01,72.65502546,0.1
375038,-143196,0.01,122.1762378,0.1
375038,-136696,0.01,177.5167712,0.1
375038,-130196,0.01,199.1802252,0.1
375038,-123696,0.01,186.1235565,0.1
375038,-117196,0.01,155.6816369,0.1
381538,-331696,0.01,-35.0932411,0.1
381538,-325196,0.01,-28.01483441,0.1
381538,-318696,0.01,-21.28644382,0.1
381538,-312196,0.01,-16.72080539,0.1
381538,-305696,0.01,-13.64981266,0.1
381538,-299196,0.01,-9.931902841,0.1
381538,-292696,0.01,-3.719954137,0.1
381538,-286196,0.01,4.34015095,0.1
381538,-279696,0.01,8.334126034,0.1
381538,-273196,0.01,5.571953079,0.1
381538,-266696,0.01,0.612742543,0.1
381538,-260196,0.01,-2.706197842,0.1
381538,-253696,0.01,-3.395347701,0.1
381538,-247196,0.01,-3.513951614,0.1
381538,-240696,0.01,0.014914831,0.1
381538,-234196,0.01,8.146248419,0.1
381538,-227696,0.01,14.75258766,0.1
381538,-221196,0.01,18.81048933,0.1
381538,-214696,0.01,20.2620989,0.1
381538,-208196,0.01,20.52400578,0.1
381538,-201696,0.01,20.90020281,0.1
381538,-195196,0.01,21.29097931,0.1
381538,-188696,0.01,22.08400444,0.1
381538,-182196,0.01,22.63839619,0.1
381538,-175696,0.01,23.67229989,0.1
381538,-169196,0.01,26.10556094,0.1
381538,-162696,0.01,30.5331311,0.1
381538,-156196,0.01,37.86933231,0.1
381538,-149696,0.01,62.35667096,0.1
381538,-143196,0.01,115.3745164,0.1
381538,-136696,0.01,168.7335173,0.1
381538,-130196,0.01,190.80095,0.1
381538,-123696,0.01,181.3497326,0.1
381538,-117196,0.01,156.3936899,0.1
